name,neighborhood,address,url,latitude,longitude,image,tags,categories
Homestyle Dim Sum,Chinatown ID,"664 S Weller St, Seattle, WA 98104",https://intentionalist.com/b/homestyle-dim-sum/,47.5976905,-122.3243255,https://intentionalist.com/wp-content/uploads/2021/03/homestyle-dim-sum-150x150.jpg,"['Asian-Owned', 'Minority-Owned', 'Woman-Owned']",['Restaurants']
Paju,Uptown,"11 Mercer St, Seattle, WA 98109",https://intentionalist.com/b/paju/,47.6243921,-122.3561658,https://intentionalist.com/wp-content/uploads/2021/03/paju-150x150.jpg,"['Asian-Owned', 'Minority-Owned']",['Restaurants']
Emerald City Spinal Care,First Hill,"1222 E Madison St, Ste D, Seattle, WA 98122",https://intentionalist.com/b/emerald-city-spinal-care/,47.6134787,-122.3158379,https://intentionalist.com/wp-content/uploads/2021/03/emerald-city-spinal-150x150.jpg,"['Asian-Owned', 'Minority-Owned', 'Woman-Owned']",['Health Services']
Pioneer Barber Company,Chinatown ID,"314 6th Ave S, Seattle, WA 98104",https://intentionalist.com/b/pioneer-barber-company/,47.5995403,-122.3262165,https://intentionalist.com/wp-content/uploads/2021/03/pioneer-150x150.jpg,"['Minority-Owned', 'Woman-Owned']",['Barber Shop']
Friday Afternoon Tea,Wallingford,"4228 Stone Way N Seattle, WA 98103",https://intentionalist.com/b/friday-afternoon-tea/,47.65894,-122.3420128,https://intentionalist.com/wp-content/uploads/2021/03/friday-150x150.jpg,"['Latino-Owned', 'LGBTQ-Owned', 'Minority-Owned', 'Woman-Owned']","['Coffee, Tea & Juice']"
Seeking Kombucha,South Lake Union,"1091 Thomas St Suite A, Seattle, WA 98109",https://intentionalist.com/b/seeking-kombucha/,47.6207219,-122.3364281,https://intentionalist.com/wp-content/uploads/2021/03/IMG_6012-150x150.jpg,"['Asian-Owned', 'Latino-Owned', 'LGBTQ-Owned', 'Minority-Owned', 'Woman-Owned']",['Cafe']
Rock Box,Capitol Hill,"1603 Nagle Pl, Seattle, WA 98122",https://intentionalist.com/b/rock-box-2/,47.6155125,-122.3201969,https://intentionalist.com/wp-content/uploads/2021/02/rock-box-150x150.jpg,"['Asian-Owned', 'Family-Owned', 'Minority-Owned', 'Woman-Owned']",['Bars']
Gresham Financial,"Seattle, WA","1700 Westlake Ave N, Seattle, WA 98109, USA",https://intentionalist.com/b/gresham-financial/,47.63450779999999,-122.3396029,https://intentionalist.com/wp-content/uploads/2020/06/Gresham-Financial-Logo-150x150.jpg,"['Black-Owned', 'Minority-Owned']",['Other Services']
"Soldiers of Real Estate – Seattle, WA",Beacon Hill,"3250 Airport Way S Suite 616, Seattle, WA 98134, USA",https://intentionalist.com/b/soldiers-of-real-estate-seattle-wa/,47.5752041,-122.321112,https://intentionalist.com/wp-content/uploads/2020/06/Soldieres-of-Real-Estate-Logo-150x150.png,"['Black-Owned', 'Minority-Owned']",['Other Services']
S/T Hooligans,Wallingford,"4354 Leary Way NW, Seattle, WA 98107",https://intentionalist.com/b/s-t-hooligans/,47.6602226,-122.3656024,https://intentionalist.com/wp-content/uploads/2021/01/hooligan-150x148.png,"['Asian-Owned', 'Minority-Owned']",['Restaurants']
Hello Em,Chinatown ID,"1227 S Weller St, Seattle, WA 98144",https://intentionalist.com/b/hello-em/,47.5973259,-122.3154711,https://intentionalist.com/wp-content/uploads/2021/01/hello-em-2-150x150.jpg,"['Asian-Owned', 'Woman-Owned']","['Coffee, Tea & Juice']"
Centerpoint Wellness Northwest,Magnolia,"4027 21st Ave W Suite 201 Seattle, WA 98199",https://intentionalist.com/b/centerpoint-wellness-nw/,47.656834,-122.3837415,https://intentionalist.com/wp-content/uploads/2021/01/centerpoint-wellness-150x150.jpg,"['Minority-Owned', 'Woman-Owned']",['Health Services']
Chengdu Memory 蓉城老火锅,Chinatown ID,"520 S Jackson St, Seattle, WA 98104",https://intentionalist.com/b/chengdu-memory-%e8%93%89%e5%9f%8e%e8%80%81%e7%81%ab%e9%94%85/,47.5994166,-122.3266258,https://intentionalist.com/wp-content/uploads/2021/01/Chengdu-memory-150x150.jpg,"['Asian-Owned', 'Minority-Owned']",['Restaurants']
Beijing Arts,Chinatown ID,"707 S Lane St, Seattle, WA 98104",https://intentionalist.com/b/beijing-arts-crafts/,47.5963216,-122.3234844,https://intentionalist.com/wp-content/uploads/2021/01/beijing-arts-150x150.jpg,"['Asian-Owned', 'Family-Owned', 'Minority-Owned']",['Furniture']
Basic Cut,Chinatown ID,"616 S Jackson St, Seattle, WA 98104",https://intentionalist.com/b/basic-cut/,47.599347,-122.3255878,https://intentionalist.com/wp-content/uploads/2021/01/Basic-cut-150x150.jpg,"['Asian-Owned', 'Minority-Owned']",['Barber Shop']
Massawa Eritrean and Ethiopian Restaurant & Bar,Brighton,"4411 S Mead St, Seattle, WA 98118",https://intentionalist.com/b/massawa-eritrean-and-ethiopian-restaurant-bar/,47.5502965,-122.2774968,https://intentionalist.com/wp-content/uploads/2021/01/Massawa-150x150.png,"['Black-Owned', 'Minority-Owned']",['Bars']
Bongos Cafe,Phinney Ridge,"6501 Aurora Ave N, Seattle, WA 98103",https://intentionalist.com/b/bongos/,47.6767535,-122.3468869,https://intentionalist.com/wp-content/uploads/2021/01/Bongos-150x150.jpg,"['Black-Owned', 'Minority-Owned']",['Restaurants']
L.E.M.S. Bookstore,Columbia City,"5023 Rainier Ave S, Seattle, WA 98118",https://intentionalist.com/b/l-e-m-s-bookstore/,47.556386,-122.2843781,https://intentionalist.com/wp-content/uploads/2021/01/LEMS1-150x150.jpg,"['Black-Owned', 'Family-Owned']",['Bookstores']
Jae’s Asian Bistro and Sushi,Madison Valley,"2801 E Madison St, Seattle, WA 98112",https://intentionalist.com/b/jaes-asian-bistro-and-sushi/,47.6234331,-122.2959701,https://intentionalist.com/wp-content/uploads/2021/01/jaes-150x150.jpg,"['Asian-Owned', 'Minority-Owned']",['Restaurants']
Copper Tree Coffee House,Eastlake,"2406 10th Ave E, Seattle, WA 98102",https://intentionalist.com/b/copper-tree-coffee-house/,47.641622,-122.3197115,https://intentionalist.com/wp-content/uploads/2020/12/copper-tree-150x150.jpg,['Latino-Owned'],"['Coffee, Tea & Juice']"
El Costeño,Central District,"2015 E Union St, Seattle, WA 98122, USA",https://intentionalist.com/b/el-costeno/,47.6126715,-122.3054253,https://intentionalist.com/wp-content/uploads/2020/12/El-Costeño-1-150x150.jpg,"['Latino-Owned', 'Minority-Owned']",['Food Trucks']
SUSU Dessert Bar,Chinatown ID,"665 S King St. Seattle, WA",https://intentionalist.com/b/susu-dessert-bar/,47.5981576,-122.3243334,https://intentionalist.com/wp-content/uploads/2020/12/Susu1-150x150.png,"['Minority-Owned', 'Woman-Owned']",['Bakeries']
Kirchoff Fitness,Wallingford,"4414 Latona Ave NE, Seattle, WA 98105",https://intentionalist.com/b/kirchoff-fitness-2/,47.660737,-122.3248122,https://intentionalist.com/wp-content/uploads/2020/12/kirchoff-150x150.png,"['Asian-Owned', 'LGBTQ-Owned', 'Minority-Owned', 'Woman-Owned']",['Gyms & Yoga']
Mura Asian Eatery,Magnolia,"3216 W Wheeler St, Seattle, WA 98199",https://intentionalist.com/b/mura/,47.640195,-122.399151,https://intentionalist.com/wp-content/uploads/2020/12/Mura-Asian-Eatery-Front-150x150.jpg,"['Asian-Owned', 'Family-Owned', 'Minority-Owned', 'Woman-Owned']",['Restaurants']
Mutual Detail,Downtown,"1201 3rd Ave, Seattle, WA 98101",https://intentionalist.com/b/mutual-detail/,47.607148,-122.3359398,https://intentionalist.com/wp-content/uploads/2020/12/Mutual-Detail-3-150x150.jpg,"['Asian-Owned', 'Family-Owned', 'Minority-Owned', 'Woman-Owned']",['Auto Repair']
Sairen,Chinatown ID,"600 South Jackson St, Seattle WA 98104",https://intentionalist.com/b/sairen/,47.5993733,-122.3261937,https://intentionalist.com/wp-content/uploads/2020/12/Sairen-3-150x150.png,"['Asian-Owned', 'Minority-Owned', 'Woman-Owned']",['Clothing']
Power Yummies,Uptown,"501 2nd Ave W, Seattle, WA 98119, USA",https://intentionalist.com/b/power-yummies/,47.6234619,-122.3596787,https://intentionalist.com/wp-content/uploads/2020/11/power-yummies3-150x150.jpg,"['Black-Owned', 'Minority-Owned', 'Woman-Owned']",['Bakeries']
City Eyeworks LLC,Ravenna,"5101 25th Ave NE #10, Seattle, WA 98105",https://intentionalist.com/b/city-eyeworks-llc/,47.6677546,-122.3009607,https://intentionalist.com/wp-content/uploads/2020/12/city-eyeworks-150x150.jpg,"['Asian-Owned', 'Woman-Owned']",['Eyewear + Opticians']
Funky Jane’s Consignment,West Seattle,"4455 California Ave SW, Seattle, WA 98116",https://intentionalist.com/b/funky-janes/,47.5630956,-122.3871061,https://intentionalist.com/wp-content/uploads/2020/12/funky-janes-150x150.jpg,"['Asian-Owned', 'Minority-Owned', 'Woman-Owned']",['Clothing']
Millsweet Flower Co.,"Seattle, WA","Seattle, WA",https://intentionalist.com/b/millsweet-flower-co/,47.6062095,-122.3320708,https://intentionalist.com/wp-content/uploads/2020/12/Millsweet-Flower-Co-1-150x150.png,"['Latino-Owned', 'Minority-Owned', 'Woman-Owned']",['Florists']
Di Fiora,First Hill,"1320 University St, Ste 1, Seattle, WA 98101",https://intentionalist.com/b/di-fiora/,47.6128698,-122.3242139,https://intentionalist.com/wp-content/uploads/2020/12/Di-Fiora-Logo-150x150.jpg,"['Asian-Owned', 'Minority-Owned']",['Restaurants']
Communion Restaurant & Bar,Central District,"2350 E Union St, Seattle, WA 98122",https://intentionalist.com/b/communion-restaurant-bar/,47.61308,-122.3012397,https://intentionalist.com/wp-content/uploads/2020/12/Communion1-150x150.png,"['Black-Owned', 'Minority-Owned', 'Woman-Owned']",['Bars']
Nails by Maya,Ballard,"1417 NW 54th St, Seattle, WA 98107",https://intentionalist.com/b/nails-by-maya/,47.6676355,-122.3747719,https://intentionalist.com/wp-content/uploads/2020/12/Nails-By-Maya-2-150x150.png,"['Asian-Owned', 'Minority-Owned', 'Woman-Owned']",['Nail Salon']
Phin Vietnamese Coffee & Etc.,Chinatown ID,"913 S Jackson St, Suite D Seattle, Washington 98104, US",https://intentionalist.com/b/phin-vietnamese-coffee-etc/,47.5989542,-122.3203557,https://intentionalist.com/wp-content/uploads/2020/12/Phin-Inside-150x150.jpg,"['Asian-Owned', 'Minority-Owned']",['Cafe']
HerbanfarmNW,Downtown,"Seattle, WA",https://intentionalist.com/b/herbanfarmnw/,47.6062095,-122.3320708,https://intentionalist.com/wp-content/uploads/2020/12/Herb1-150x150.jpg,"['Black-Owned', 'Minority-Owned']",['Farms']
Seattle Premium Headshots,Madison Valley,"3130 E Madison St #201, Seattle, WA 98112",https://intentionalist.com/b/seattle-premium-headshots/,47.6270071,-122.2916427,https://intentionalist.com/wp-content/uploads/2020/12/sph-150x150.jpg,"['Asian-Owned', 'Family-Owned', 'Minority-Owned', 'Woman-Owned']",['Photography']
SV Skin Care and Lash Studio,Hillman City,"6044 Martin Luther King Jr. Way S, #105, Seattle, WA 98118",https://intentionalist.com/b/sv-skin-care-and-lash-studio/,47.5466094,-122.28529,https://intentionalist.com/wp-content/uploads/2020/11/SV1-150x150.png,"['Asian-Owned', 'Minority-Owned', 'Woman-Owned']",['Beauty & Spa']
La Josie’s,Capitol Hill,"514 E Pike St, Seattle, WA 98122",https://intentionalist.com/b/la-josies/,47.6142344,-122.3249102,https://intentionalist.com/wp-content/uploads/2020/11/la-josies2-150x150.jpg,"['Family-Owned', 'Latino-Owned', 'LGBTQ-Owned', 'Minority-Owned', 'Woman-Owned']",['Restaurants']
Rojas Aesthetics,Chinatown ID,"421 7th Ave S Seattle, WA 98104",https://intentionalist.com/b/rojas-aesthetics/,47.598654,-122.3240617,https://intentionalist.com/wp-content/uploads/2020/11/rojas-150x150.jpg,"['Asian-Owned', 'Latino-Owned', 'Minority-Owned', 'Woman-Owned']",['Beauty & Spa']
Pinkey’s Style Crafters,Central District,"2052 Rainier Ave S, Seattle, WA 98144",https://intentionalist.com/b/pinkys-style-crafters/,47.5846964,-122.3026543,https://intentionalist.com/wp-content/uploads/2020/11/IMG_1354-150x150.jpg,"['Black-Owned', 'Woman-Owned']",['Hair Salon']
Swink Style Bar,Downtown,"611 Stewart St, Seattle, WA 98101",https://intentionalist.com/b/swink-style-bar/,47.6137751,-122.3364377,https://intentionalist.com/wp-content/uploads/2020/11/swink-style-bar-150x150.jpg,"['Asian-Owned', 'Minority-Owned', 'Woman-Owned']",['Beauty & Spa']
La Rue Creperie + Espresso Bar,Capitol Hill,"1525 E Olive Way Unit B-1, Seattle, WA 98122",https://intentionalist.com/b/la-rue/,47.6182953,-122.3254738,https://intentionalist.com/wp-content/uploads/2020/11/la-rue-150x150.jpg,"['Family-Owned', 'Latino-Owned', 'Minority-Owned', 'Woman-Owned']",['Cafe']
Ricky Styles Studio,Madrona,"3312 E Spring St, Seattle, WA 98122",https://intentionalist.com/b/ricky-styles-studio/,47.6117676,-122.2897172,https://intentionalist.com/wp-content/uploads/2020/11/ricky-styles2-150x150.jpg,"['Family-Owned', 'Latino-Owned', 'LGBTQ-Owned', 'Minority-Owned']",['Beauty & Spa']
Salua,Madison Valley,"2804 E Madison St, Seattle, WA 98112",https://intentionalist.com/b/salua/,47.623725,-122.2961661,https://intentionalist.com/wp-content/uploads/2020/11/salua2-150x150.jpg,"['Latino-Owned', 'Woman-Owned']",['Clothing']
Sami’s Corner Store,Leschi,"2723 S Jackson St, Seattle, WA 98144",https://intentionalist.com/b/samis-corner-store/,47.5990151,-122.2964574,https://intentionalist.com/wp-content/uploads/2020/11/samis-150x150.jpg,"['Black-Owned', 'Minority-Owned']","['Grocery, Markets & Convenience Stores']"
My Time for Massage,Wallingford,"819 N 49th St, Seattle, WA 98103",https://intentionalist.com/b/my-time-for-massage/,47.663927,-122.3477405,https://intentionalist.com/wp-content/uploads/2020/11/my-time-for-massage-150x150.jpg,"['Black-Owned', 'Minority-Owned', 'Woman-Owned']",['Massage']
The Flour Box,Hillman City,"5520 Rainier Ave S, Seattle, WA 98118, USA",https://intentionalist.com/b/the-flour-box-2/,47.5522314,-122.2778136,https://intentionalist.com/wp-content/uploads/2020/10/the-flour-box2-150x150.png,"['Asian-Owned', 'Minority-Owned', 'Woman-Owned']",['Bakeries']
La Palmera Mexican Restaurant – Seattle,South Lake Union,"901 Mercer St, Seattle, WA 98109, USA",https://intentionalist.com/b/la-palmera-mexican-restaurant/,47.6241696,-122.3395617,https://intentionalist.com/wp-content/uploads/2020/10/la-palmera-150x150.jpg,"['Family-Owned', 'Latino-Owned']",['Restaurants']
Tacos Chukis – Beacon Hill,Beacon Hill,"1608 S Roberto Maestas Festival St, Seattle, WA 98144",https://intentionalist.com/b/tacos-chukis-beacon-hill/,47.5795904,-122.3115603,https://intentionalist.com/wp-content/uploads/2020/10/Tacos-chukis-3-150x150.jpg,['Latino-Owned'],['Restaurants']
Soul,Fremont,"3518 Fremont Pl N, Seattle, WA 98103",https://intentionalist.com/b/soul/,47.651101,-122.3504901,https://intentionalist.com/wp-content/uploads/2020/10/Soul-3-150x150.jpg,"['Black-Owned', 'Family-Owned', 'Woman-Owned']",['Catering']
Shiro’s Sushi,Belltown,"2401 2nd Ave Seattle, WA 98121",https://intentionalist.com/b/shiros-sushi/,47.6147746,-122.347429,https://intentionalist.com/wp-content/uploads/2020/10/Shiros-2-150x150.jpg,['Asian-Owned'],['Restaurants']
Meesha,Fremont,"127 N 36th St, Seattle, WA 98103",https://intentionalist.com/b/meesha/,47.6524972,-122.3564863,https://intentionalist.com/wp-content/uploads/2020/10/meesha-150x150.png,"['Asian-Owned', 'Woman-Owned']",['Restaurants']
Dumpling The Noodle,Wallingford,"1719 N 45th St, Seattle, WA 98103",https://intentionalist.com/b/dumpling-the-noodle/,47.6612338,-122.3364616,https://intentionalist.com/wp-content/uploads/2020/10/dumpling-150x150.jpg,['Asian-Owned'],['Restaurants']
Biang Biang Noodles,Capitol Hill,"601 E Pike St Unit 100, Seattle, WA 98122",https://intentionalist.com/b/biang-biang-noodles/,47.6139204,-122.3241405,https://intentionalist.com/wp-content/uploads/2020/10/biang-biang-150x150.jpg,"['Asian-Owned', 'Family-Owned', 'LGBTQ-Owned', 'Woman-Owned']",['Restaurants']
Askatu Bakery Cafe,Belltown,"2209 4th Ave, Seattle, WA 98121",https://intentionalist.com/b/askatu-bakery-cafe/,47.6147667,-122.3431813,https://intentionalist.com/wp-content/uploads/2020/10/askatu-150x150.jpg,"['Asian-Owned', 'Latino-Owned', 'Minority-Owned', 'Woman-Owned']",['Bakeries']
The Moo Bar,Denny Triangle,"2124 Westlake Ave, Seattle, WA 98121",https://intentionalist.com/b/the-moo-bar/,47.6174365,-122.3379882,https://intentionalist.com/wp-content/uploads/2020/10/moo-bar3-150x150.jpg,"['Asian-Owned', 'Woman-Owned']","['Coffee, Tea & Juice']"
Taqueria La Original,"Seattle, WA","4722 Fauntleroy Way SW Seattle, WA 98116",https://intentionalist.com/b/taqueria-la-original/,47.5602692,-122.3811388,https://intentionalist.com/wp-content/uploads/2020/10/taqueria-la-original-150x150.jpg,"['Black-Owned', 'Latino-Owned', 'Minority-Owned', 'Woman-Owned']",['Catering']
Lucky Envelope Brewing,Woodland,"907 NW 50th St, Seattle, WA 98107, USA",https://intentionalist.com/b/lucky-envelope-brewing/,47.6648778,-122.3691165,https://intentionalist.com/wp-content/uploads/2020/09/lucky-envelope-150x150.png,"['Asian-Owned', 'Minority-Owned']",['Bars']
Iris and Poppy Kitchen,"Seattle, WA","Seattle, WA, USA",https://intentionalist.com/b/iris-and-poppy-kitchen/,47.6062095,-122.3320708,https://intentionalist.com/wp-content/uploads/2020/09/iris-poppy-150x150.jpg,"['Asian-Owned', 'Minority-Owned', 'Woman-Owned']",['Catering']
Space Misfits Photography,"Seattle, WA","Seattle, WA, USA",https://intentionalist.com/b/space-misfits-photography/,47.6062095,-122.3320708,https://intentionalist.com/wp-content/uploads/2020/09/space-150x150.jpg,"['Black-Owned', 'Minority-Owned', 'Woman-Owned']",['Other Services']
Picnic Party Seattle,"Seattle, WA","Seattle, WA, USA",https://intentionalist.com/b/picnic-party-seattle/,47.6062095,-122.3320708,https://intentionalist.com/wp-content/uploads/2020/09/picnic-party-150x150.jpg,"['Asian-Owned', 'Minority-Owned', 'Woman-Owned']",['Catering']
Sazón d’ la Baja,Queen Anne,"2232 Queen Anne Ave N, Seattle, WA 98109, USA",https://intentionalist.com/b/sazon-d-la-baja/,47.6394265,-122.3566598,https://intentionalist.com/wp-content/uploads/2020/09/Sazon-1-150x150.jpg,"['Latino-Owned', 'Minority-Owned', 'Woman-Owned']",['Restaurants']
Plaza Garibaldi,"Seattle, WA","129 1st Ave N, Seattle, WA 98109, USA",https://intentionalist.com/b/plaza-garibaldi/,47.61947,-122.3557845,https://intentionalist.com/wp-content/uploads/2020/09/Plaza-1-150x150.png,"['Family-Owned', 'Latino-Owned', 'Minority-Owned', 'Woman-Owned']",['Restaurants']
T’Juana Tacos,Fremont,"5600 Delridge Way SW, Seattle, WA 98106, USA",https://intentionalist.com/b/tjuana-tacos/,47.5517843,-122.3627538,https://intentionalist.com/wp-content/uploads/2020/09/Tjuana-2-150x150.jpg,"['Latino-Owned', 'Minority-Owned', 'Woman-Owned']",['Catering']
El Mezcalito,Queen Anne,"2123 Queen Anne Avenue N, Seattle, WA 98119",https://intentionalist.com/b/el-mezcalito/,47.6378724,-122.3572146,https://intentionalist.com/wp-content/uploads/2020/09/Mezcalito-2-150x150.jpg,"['Family-Owned', 'Latino-Owned', 'Minority-Owned']",['Restaurants']
The Copy Spot,Columbia City,"4547 Rainier Ave S, Seattle, WA 98118, USA",https://intentionalist.com/b/the-copy-spot/,47.56151,-122.2878857,https://intentionalist.com/wp-content/uploads/2020/08/the-copy-spot-150x150.jpg,"['Black-Owned', 'Minority-Owned']",['Other Services']
Midori Pilates & Bodywork,Industrial District,"3250 Airport Way South, Suite 326",https://intentionalist.com/b/midori-pilates-bodywork/,47.5752041,-122.321112,https://intentionalist.com/wp-content/uploads/2020/08/midori-150x150.jpg,"['Asian-Owned', 'Minority-Owned', 'Woman-Owned']",['Gyms & Yoga']
Downtown House Cleaning,Capitol Hill,"126 Harvard Avenue East Seattle, WA 98102",https://intentionalist.com/b/downtown-house-cleaning/,47.6195686,-122.3221116,https://intentionalist.com/wp-content/uploads/2020/07/Screen-Shot-2020-09-02-at-10.17.13-AM-150x150.png,"['Black-Owned', 'LGBTQ-Owned', 'Minority-Owned']",['Other Services']
Rabecca Onassis Boutique,Belltown,"2134 Western Ave #118, Seattle, WA 98121, USA",https://intentionalist.com/b/rabecca-onassis-boutique/,47.6119227,-122.3453704,https://intentionalist.com/wp-content/uploads/2020/07/Rabecca-Onassis-5-150x150.jpg,"['Black-Owned', 'Minority-Owned', 'Woman-Owned']",['Clothing']
Pho Hai Yen,Central District,"810 Rainier Ave S, Seattle, WA 98144, USA",https://intentionalist.com/b/pho-hai-yen/,47.5954752,-122.3107493,https://intentionalist.com/wp-content/uploads/2020/07/Pho-Hai-Yen-Exterior-150x150.jpg,"['Asian-Owned', 'Family-Owned', 'Minority-Owned', 'Woman-Owned']",['Restaurants']
Olé Café,Wallingford,"5421 Meridian Ave N, Seattle, WA 98103",https://intentionalist.com/b/ole-cafe/,47.6685753,-122.3339045,https://intentionalist.com/wp-content/uploads/2020/08/ole-cafe-150x150.png,"['Latino-Owned', 'Minority-Owned', 'Woman-Owned']",['Cafe']
Local Tide,Fremont,"401 N 36th St Suite 103, Seattle, WA 98103, USA",https://intentionalist.com/b/local-tide/,47.6519983,-122.3541339,https://intentionalist.com/wp-content/uploads/2020/08/Local-Tide-Sandwich-150x150.jpeg,['Asian-Owned'],['Restaurants']
Union Coffee,Central District,"2407 E Union St Suite B, Seattle, WA 98122, USA",https://intentionalist.com/b/union-coffee/,47.6126787,-122.3011503,https://intentionalist.com/wp-content/uploads/2020/08/Union-Coffee-Interior-150x150.png,"['Asian-Owned', 'LGBTQ-Owned', 'Minority-Owned', 'Woman-Owned']","['Coffee, Tea & Juice']"
Ottica Seattle,Downtown,"2025 1st Ave, Seattle, WA 98121, USA",https://intentionalist.com/b/ottica-seattle/,47.6113767,-122.3437116,https://intentionalist.com/wp-content/uploads/2020/06/Ottica-Seattle-Exterior-150x150.jpg,"['Asian-Owned', 'Minority-Owned', 'Woman-Owned']",['Health Services']
Nile’s Edge,Central District,"1105 23rd Ave Seattle, Washington 98122",https://intentionalist.com/b/niles-edge/,47.6117571,-122.3030095,https://intentionalist.com/wp-content/uploads/2020/07/niles-edge-150x150.png,"['Black-Owned', 'Minority-Owned', 'Woman-Owned']",['Health Services']
Therapy Decolonized,"Seattle, WA","4501 15th Ave S #102, Seattle, WA 98108",https://intentionalist.com/b/therapy-decolonized/,47.5633575,-122.3139126,https://intentionalist.com/wp-content/uploads/2020/07/therapy-decolonized-150x150.jpg,"['Black-Owned', 'LGBTQ-Owned', 'Minority-Owned', 'Woman-Owned']",['Health Services']
Sunrise Tacos,"Seattle, WA","Seattle, WA",https://intentionalist.com/b/sunrise-tacos/,47.6062095,-122.3320708,https://intentionalist.com/wp-content/uploads/2020/07/sunrise-150x150.jpg,"['Latino-Owned', 'Minority-Owned']",['Catering']
19th Avenue Salon – An Aveda Salon & Store,Capitol Hill,"542 19th Ave E, Seattle, WA 98112, USA",https://intentionalist.com/b/19th-avenue-salon-an-aveda-salon-store/,47.624114,-122.307113,https://intentionalist.com/wp-content/uploads/2020/07/19th-Ave-Salon-Exterior-150x150.jpg,"['Latino-Owned', 'LGBTQ-Owned', 'Minority-Owned']",['Beauty & Spa']
Sal Floral Design,Downtown,"1219 1st Ave, Seattle, WA 98101, USA",https://intentionalist.com/b/sal-floral-design/,47.6064762,-122.3382618,https://intentionalist.com/wp-content/uploads/2020/07/Sal-Floral-Design-Logo-1-150x150.jpg,"['Latino-Owned', 'LGBTQ-Owned', 'Minority-Owned']",['Florists']
Mami Tran,"Seattle, WA","Seattle, WA, USA",https://intentionalist.com/b/mami-tran/,47.6062095,-122.3320708,https://intentionalist.com/wp-content/uploads/2020/07/Mami-Tran-Owners-150x150.jpg,"['Asian-Owned', 'Family-Owned', 'Minority-Owned', 'Woman-Owned']",['Food Trucks']
McGirt Counseling Services LLC,"Seattle, WA","Seattle, WA",https://intentionalist.com/b/mcgirt-counseling-services-llc/,47.6062095,-122.3320708,https://intentionalist.com/wp-content/uploads/2020/07/AshleyMcGirtCounselingServices-150x150.jpg,"['Black-Owned', 'Minority-Owned', 'Woman-Owned']",['Health Services']
M&P Carpet Cleaning,West Seattle,"4742 42nd AVE SW #473 Seattle, Washington",https://intentionalist.com/b/mp-carpet-cleaning/,47.560025,-122.3845478,https://intentionalist.com/wp-content/uploads/2020/07/mp-150x150.jpg,"['Black-Owned', 'Minority-Owned']",['Other Services']
Hot Chocolat,West Seattle,"4611 36th Ave SW, Seattle, WA 98126",https://intentionalist.com/b/hot-chocolat/,47.5617161,-122.3779386,https://intentionalist.com/wp-content/uploads/2020/07/Hot-Chocolat-1-150x150.png,"['Black-Owned', 'Minority-Owned']",['Dessert']
Move2Center Studio,West Seattle,"3618 SW Alaska St, Seattle, WA 98126",https://intentionalist.com/b/move2center-studio/,47.5613193,-122.3782879,https://intentionalist.com/wp-content/uploads/2020/07/move2center-150x150.jpg,"['Black-Owned', 'LGBTQ-Owned', 'Minority-Owned', 'Woman-Owned']",['Gyms & Yoga']
West Seattle Animal Hospital,West Seattle,"4700 42nd Ave SW #210, Seattle, WA 98116",https://intentionalist.com/b/west-seattle-animal-hospital/,47.5608622,-122.3847478,https://intentionalist.com/wp-content/uploads/2020/07/west-seattle-150x150.jpg,"['Black-Owned', 'Minority-Owned']",['Other Services']
Percy The Barber LLC,West Seattle,"2641 42nd Ave SW Suite 120, Seattle, WA 98116",https://intentionalist.com/b/percy-the-barber-llc/,47.5797575,-122.3854484,https://intentionalist.com/wp-content/uploads/2020/07/percy-150x150.png,"['Black-Owned', 'Minority-Owned']",['Barber Shop']
A Kid’s Place Too! Dentistry for Children,West Seattle,"2617 California Ave SW, Seattle, WA 98116",https://intentionalist.com/b/a-kids-place-too-dentistry-for-children/,47.5806459,-122.3868816,https://intentionalist.com/wp-content/uploads/2020/07/a-kids-place-too-150x150.jpg,"['Black-Owned', 'Minority-Owned']",['Health Services']
Kamayan Farm,"Seattle, WA","Seattle, WA",https://intentionalist.com/b/kamayan-farm/,47.6062095,-122.3320708,https://intentionalist.com/wp-content/uploads/2020/07/kamayan-150x150.jpg,"['Asian-Owned', 'Minority-Owned', 'Woman-Owned']",['Farms']
Dat Creole Soul,"Seattle, WA","Seattle, WA",https://intentionalist.com/b/dat-creole-soul/,47.6062095,-122.3320708,https://intentionalist.com/wp-content/uploads/2020/07/dat-creole-sou-150x150.jpg,"['Black-Owned', 'Minority-Owned']",['Food Trucks']
Swagg-n-Wagon,West Seattle,"4514 Fauntleroy Way SW Seattle, Washington 98126",https://intentionalist.com/b/swagg-n-wagon/,47.56234,-122.3795084,https://intentionalist.com/wp-content/uploads/2020/07/swagg-n-wagon-150x150.jpg,"['Black-Owned', 'Minority-Owned', 'Woman-Owned']",['Food Trucks']
Antojitos Lita Rosita,Beacon Hill,"S Roberto Maestas Festival St, Seattle, WA 98144, USA",https://intentionalist.com/b/antojitos-lita-rosita/,47.57946189999999,-122.3121178,https://intentionalist.com/wp-content/uploads/2020/05/antojitos-150x150.jpg,"['Latino-Owned', 'Minority-Owned', 'Woman-Owned']",['Food Trucks']
